Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Макаренко,Роксолана,Романівна,жінка,1957-03-31,Головний меркшейдер,хутір Зіньків,"сквер Лазурний 4-й, буд. 19 кв. 4, Гайсин, 55566",979-48-29,lhutsuliak@example.net
Щириця,Соломія,Спасівна,жінка,2005-12-02,Перекладач,село Макіївка,"шосе Іванова, буд. 9, Чорнобиль, 84311",+380 31 938 71 20,hzatovkaniuk@example.com
Мамчур,Михайлина,Леопольдівна,жінка,1941-11-09,Намотувальник,місто Хрестівка,"площа Амундсена, 3-й, буд. 1, Хирів, 25956",232-12-72,suprunenkozorian@example.com
Хорішко,Тимофій,Єфремович,чоловік,1998-05-25,Правник,село Новгород-Сіверський,"вулиця Академічна, буд. 30 кв. 29, Подільськ, 46113",575-02-65,ovcharenkomykolai@example.com
Ірванець,Ганна,Артемівна,жінка,1976-01-12,Пекар,місто Старий Самбір,"узвіз Гастелло, буд. 2 кв. 3, Дубно, 34114",+380 62 371-41-15,dsaienko@example.net
Дзиндра,Тереза,Арсенівна,жінка,1991-10-12,Бухгалтер,хутір Судова Вишня,"провулок Мукачівський, буд. 156, Вільногірськ, 70469",013 54 37,dmytroiarosh@example.org
Адаменко,Одарка,Соломонівна,жінка,1953-10-14,Стропальник,село Бунге ,"шосе Тепла, буд. 65, Хрестівка, 61839",027 966 90 83,ihoroliinyk@example.org
Ребрик,Ярослава,Леонідівна,жінка,1954-01-19,Мікробіолог,місто Звенигородка,"набережна Мечникова, буд. 082, Липовець, 44906",+380 65 258-47-01,anton67@example.com
Уманець,Орина,Теодорівна,жінка,1950-05-01,Євнух,хутір Миронівка,"сквер Золотий берег, буд. 189, Любомль, 65293",+380 47 939-02-02,karpenkooleksandr@example.org
Атаманюк,Олег,Юстимович,чоловік,1985-01-30,Бухгалтер,село Жовква,"шосе Слобідська, буд. 1, Торецьк, 08930",+380 83 627-10-48,pylypenkosymon@example.com
Демʼянюк,Орест,Богуславович,чоловік,1970-01-06,Дантист,хутір Бучач,"проспект Конструкторський, буд. 995, Мала Виска, 99021",351-27-06,dbabenko@example.com
Кириленко,Розалія,Гаврилівна,жінка,1947-07-13,М'ясник,селище Часів Яр,"парк Ямчитського, буд. 436 кв. 12, Дунаївці, 17916",+380 (23) 477-37-84,iashchukokhrim@example.net
Цюпа,Дан,Ярославович,чоловік,1943-01-11,Секретар,місто Світловодськ,"сквер Головна, буд. 817 кв. 466, Тячів, 61601",056 865 70 19,zabarasviatoslav@example.net
Чубай,Устим,Назарович,чоловік,1988-05-07,Локсмайстер,селище Білогірськ,"набережна Радісний, буд. 425, Миргород, 49769",872-60-99,eduardiukhymenko@example.com
Єщенко,Соломія,Орестівна,жінка,2006-02-01,Математик,місто Золоте,"парк Теплична, буд. 1, Новгород-Сіверський, 83056",399 85 01,symon67@example.net
Комар,Тарас,Павлович,чоловік,1961-05-23,Перекладач,село Ялта,"сквер Транспортна, буд. 1, Миколаївка , 47413",043 925-96-90,protsenkoavhustyn@example.com
Артюшенко,Андрій,Едуардович,чоловік,1962-07-04,Біолог,місто Великі Мости,"набережна Санаторний, буд. 26, Іловайськ, 42184",+380 74 347 08 15,tsiutsiuraalla@example.net
Слюсар,Єва,Станіславівна,жінка,2001-08-27,Кур'єр,село Суходільськ,"проспект Капітана Кузнецова, буд. 27 кв. 7, Вільногірськ, 29341",+380 94 021 44 53,ielyseiarsenych@example.com
Чорновіл,Богуслав,Опанасович,чоловік,1980-01-18,Єгер,хутір Севастополь,"шосе Паустовського, буд. 926 кв. 57, Фастів, 46535",098 935-13-24,okhrimenkoborys@example.org
Заєць,Олександр,Дмитрович,чоловік,1960-06-15,Музикант,хутір Корюківка,"шосе Шкільний, буд. 04, Тлумач, 35709",152-99-69,shaidai@example.com
Абрамчук,Ігнат,Варфоломійович,чоловік,1987-10-21,Золотар,хутір Ківерці,"вулиця Восьмого Березня Лінія 4-та, буд. 0 кв. 25, Новоселиця, 08095",+380 (11) 793-13-90,mariana93@example.com
Семенченко,Хома,Остапович,чоловік,1970-12-13,Лікар,селище Остер ,"провулок 14-та Лінія 6-й ст. Люстдорфської дороги, буд. 65, Золочів, 02878",+380 (10) 329-68-03,volodymyr88@example.com
Бабко,Віра,Костянтинівна,жінка,1986-08-21,Парфюмер,місто Пустомити,"сквер Флотський 2-й, буд. 70, Чистякове, 18692",063 471-99-38,oleksaadamenko@example.net
Семенченко,Ярема,Зиновійович,чоловік,1958-03-21,Кінокритик,місто Чистякове,"сквер Парусна, буд. 853 кв. 4, Нововолинськ, 49446",+380 57 861-26-91,wliashko@example.com
Шеремет,Ірена,Аркадіївна,жінка,1961-12-03,Пілот,селище Апостолове,"узвіз Вертелецького, буд. 82, Старобільськ, 91751",+380 48 619 90 35,bandurkaheorhii@example.net
Гавриш,Петро,Богданович,чоловік,1950-09-23,Дантист,селище Вовчанськ,"сквер Дунаєвського 3-й, буд. 1, Герца, 96395",+380 22 168-75-05,volodymyradavymuka@example.net
Карпенко,Олена,Венедиктівна,жінка,1977-03-11,Фрілансер,селище Покров,"провулок Західний 1-й, буд. 516, Саки , 74307",+380 (45) 390-43-02,trokhymnalyvaiko@example.com
Ажажа,Альбіна,Андріївна,жінка,1947-07-13,Кур'єр,село Корець,"площа Андреєвського, буд. 900, Жидачів, 62161",+380 47 762-75-63,iakovenkopylyp@example.com
Фесенко,Тереза,Аркадіївна,жінка,2003-04-27,Фармацевт,місто Сквира,"проспект Академіка Вавилова, буд. 377, Сокиряни, 01975",676-10-06,albertmykhaliuk@example.net
Яценюк,Богданна,Віталіївна,жінка,1967-03-10,Кур'єр,селище Перемишляни,"вулиця Кільовий, буд. 60, Трускавець, 82765",+380 85 977-65-80,czakharchenko@example.com
Ващук,Лариса,Петрівна,жінка,1976-07-17,Електрослюсар,селище Довжанськ,"набережна Чубаївська, буд. 3 кв. 28, Щастя , 32651",063 824-56-34,mykolaisahal@example.org
Іванченко,Лукʼян,Яковович,чоловік,1956-06-05,Дантист,хутір Старокостянтинів,"провулок Наявний 5-й, буд. 54 кв. 963, Харків, 97213",320 56 18,solomiiavenhrynovych@example.org
Бабій,Олег,Юхимович,чоловік,1943-02-07,Вчитель,селище Ржищів,"сквер Лінійний, буд. 9 кв. 75, Сокиряни, 39676",+380 74 812-37-26,svernyhora@example.com
Абрагамовська,Оксенія,Віталіївна,жінка,1993-04-15,Єгер,село Первомайськ,"проспект Лазурний 4-й, буд. 16, Копичинці, 65812",650-07-92,volodymyr92@example.org
Власюк,Віолетта,Олександрівна,жінка,2007-09-11,Провізор,село Верхівцеве,"провулок Лютневий 1-й, буд. 51 кв. 10, Липовець, 64686",026 698 56 12,vyshyvanaleopold@example.net
Ґерета,Віктор,Семенович,чоловік,1980-01-17,Різноробочий,село Радомишль,"площа Василя Симоненка, буд. 838, Довжанськ, 63982",040 879-39-88,esirchenko@example.net
Бакуменко,Федір,Семенович,чоловік,2003-04-01,Інженер,село Заставна,"сквер Аграрна, буд. 76 кв. 7, Луцьк, 59952",854 43 01,xdziuba@example.org
Андріїшин,Яків,Яремович,чоловік,1971-11-15,Мовознавець,місто Підгайці,"площа Дюківська, буд. 98 кв. 923, Таврійськ, 37673",035 493-38-01,lemeshkohalyna@example.org
